"name","birthDate","birthPlace","height","weight","startYear","endYear","leagues","positions","teams","awards"
"Bogdan Bogdanović (basketball)",1992-08-18,"Belgrade",1.9812,102060.0,2010-01-01,,"National Basketball Association","Shooting guard, Small forward","Atlanta Hawks","2012–13 ABA League, 2014–15 Euroleague, 2016–17 Basketbol Süper Ligi, ABA League, ABA League Ideal Starting Five, All-EuroLeague Team, BLS Playoff MVP, Basketball League of Serbia, Basketbol Süper Ligi, Basketbol Süper Ligi Finals MVP, EuroLeague, EuroLeague Basketball 2010–20 All-Decade Team, EuroLeague Rising Star, FIBA Basketball World Cup Top Scorer, NBA All-Rookie Team, Radivoj Korać Cup, Serbian Basketball Player of the Year, Turkish Basketball Cup, Turkish Basketball Cup Final MVP, Turkish Basketball Presidential Cup"
"Derrick Marks",1993-09-14,"Chicago",1.905,95256.0,2015-01-01,,"National Basketball League (Bulgaria)","Basketball positions","BC Balkan Botevgrad","Mountain West Conference, Mountain West Conference Men's Basketball Player of the Year"
"Derrick Rose",1988-10-04,"Chicago",1.8796,90720.0,2008-01-01,,"National Basketball Association","Point guard","New York Knicks","All-NBA Team, Illinois Mr. Basketball, List of NBA All-Stars, McDonald's All-American Game, NBA All-Rookie Team, NBA Most Valuable Player Award, NBA Rookie of the Year Award, NCAA Men's Basketball All-Americans, National Association of Basketball Coaches, Parade All-America Boys Basketball Team"
"Garrett Temple",1986-05-08,"Baton Rouge, Louisiana",1.9558,88452.0,2009-01-01,,"National Basketball Association","Shooting guard, Small forward","New Orleans Pelicans","NBA G League, Southeastern Conference"
"Leron Black",1996-01-31,"Omaha, Nebraska",2.0066,99792.0,2018-01-01,,"Liga Nacional de Baloncesto Profesional","Small forward","Abejas de León","Big Ten Conference, Tennessee Mr. Basketball"
"DeVaughn Akoon-Purcell",1993-06-05,"Orlando, Florida",1.9812,90720.0,2016-01-01,,"Basketball Champions League, Basketbol Süper Ligi","Small forward","Galatasaray S.K. (men's basketball)","2017–18 Basketligaen, Basketligaen, Basketligaen Finals MVP, Basketligaen Most Valuable Player, Missouri Valley Conference"
"Derrick White (basketball)",1994-07-02,"Parker, Colorado",1.9304,86184.0,2017-01-01,,"National Basketball Association","Point guard, Shooting guard","Boston Celtics","List of All-Pac-12 Conference men's basketball teams, List of NBA G League champions, NCAA Division II, RMAC Men's Basketball Shootout, Rocky Mountain Athletic Conference"
"Edo Murić",1991-11-27,"Ljubljana",,98000.0,2008-01-01,,"ABA League","Small forward","KK Cedevita Olimpija","2020–21 Slovenian Basketball League, Premier A Slovenian Basketball League"
"Afik Nissim",1981-01-31,"Rehovot",,83000.0,1998-01-01,,"Liga Leumit (basketball)","Point guard, Shooting guard","Elitzur Yavne B.C.","2013–14 Israeli Basketball Super League, 2015–16 Israeli Basketball Super League, 2016–17 Israeli Basketball Super League, Premier A Slovenian Basketball League"
"Heiko Schaffartzik",1984-01-03,"Berlin",,83000.0,2002-01-01,,"Basketball Bundesliga","Point guard","Hamburg Towers","BBL-Pokal, French Basketball Cup, French Basketball Cup Final MVP"
"Suad Šehović",1987-02-19,"Bijelo Polje",,100000.0,2005-01-01,,"Prva A Liga","Shooting guard, Small forward","KK Budućnost","2018–19 Prva A liga, ABA League, ABA League Ideal Starting Five, Basketball Championship of Bosnia and Herzegovina, Montenegrin Basketball Cup, Prva A Liga, Slovenian Basketball Cup, Ukrainian Basketball Cup"
"Afik Nissim",1981-01-31,"Israel",,83000.0,1998-01-01,,"Liga Leumit (basketball)","Point guard","Elitzur Yavne B.C.","Czech Republic Basketball Cup, Israeli Basketball Premier League, LNB Pro A"
"Egehan Arna",1997-01-05,"Istanbul",,93000.0,2015-01-01,,"Basketbol Süper Ligi","Small forward","Beşiktaş J.K. (men's basketball)","Turkish Basketball Presidential Cup"
"Egehan Arna",1997-01-05,"Istanbul",,93000.0,2015-01-01,,"Basketbol Süper Ligi","Small forward","Beşiktaş J.K. (men's basketball)","2019 Turkish Basketball Cup, 2020 Turkish Basketball Cup"
"Edo Murić",1991-11-27,"Slovenia",,98000.0,2008-01-01,,"ABA League","Small forward","KK Cedevita Olimpija","2020–21 Slovenian Basketball League, Premier A Slovenian Basketball League"
"Edo Murić",1991-11-27,"Slovenia",,98000.0,2008-01-01,,"ABA League","Small forward","KK Cedevita Olimpija","FIBA EuroChallenge, Krešimir Ćosić Cup"
"Dimitar Karadžovski",1984-10-07,"Socialist Federal Republic of Yugoslavia",,85000.0,2002-01-01,,"ABA League Second Division, Macedonian First League (basketball)","Point guard","KK Pelister","Macedonian First League (basketball)"
"Aimie Rocci",1993-09-21,"Noble Park, Victoria",1.778,,2010-01-01,,"Women's National Basketball League","Basketball positions","Southside Flyers","2011–12 WNBL season"
"Leticia Romero",1995-05-28,"Canary Islands",1.7272,,2010-01-01,,"Liga Femenina de Baloncesto","Basketball positions","Valencia Basket (women)","Atlantic Coast Conference, Big 12 Conference, Czech Women's Basketball League, EuroCup Women"
"De'Vion Harmon",2001-01-22,"Dallas",1.8796,89812.8,,,"Pac-12 Conference","Point guard","Oregon Ducks men's basketball","Nike Hoop Summit"
"Tuğçe Canıtez",1990-11-10,"Konak, İzmir",1.905,84823.2,,,"EuroLeague Women, Women's Basketball Super League","Small forward","Fenerbahçe S.K. (women's basketball)","Turkish Women's Basketball Cup, Turkish Women's Basketball Presidential Cup, Women's Basketball Super League"
"Tyrus McGee",1991-03-14,"Stringtown, Oklahoma",1.8796,89812.8,2013-01-01,,"Basketball Champions League, Israeli Basketball Premier League","Shooting guard","Hapoel Holon B.C.","FIBA Europe Cup, Lega Basket"
"Lexie Brown",1994-10-27,"Boston",1.7526,72576.0,2018-01-01,,"Women's National Basketball Association","Point guard, Shooting guard","Chicago Sky","Associated Press, Atlantic Coast Conference, Big Ten Conference, McDonald's All-American Game, WNBA Finals"
"Gary Talton",1990-03-29,"Dallas",1.8542,77112.0,2013-01-01,,"Liga Națională (men's basketball)","Point guard","BC SCM Timișoara","Horizon League"
"Tyler Harvey (basketball)",1993-07-17,"Torrance, California",1.9304,83916.0,2015-01-01,,"National Basketball League (Australia)","Point guard, Shooting guard","Illawarra Hawks","Academic All-America, All-NBL Team, Big Sky Conference, List of NCAA Division I men's basketball season scoring leaders, NCAA Men's Basketball All-Americans"
"Brandon Sampson",1997-05-01,"Baton Rouge, Louisiana",1.9558,83462.4,2018-01-01,,"NBA G League","Shooting guard","Iowa Wolves","Louisiana Mr. Basketball"
"Gal Mekel",1988-03-04,"Ramat HaSharon",,87000.0,2008-01-01,,"EuroCup Basketball","Point guard","BC Andorra","Israeli Basketball Premier League Statistical Leaders"
"Afik Nissim",1981-01-31,"Rehovot",,83000.0,1998-01-01,,"Liga Leumit (basketball)","Shooting guard","Elitzur Yavne B.C.","Israeli Basketball Premier League, Italian LNP Cup"
"Heiko Schaffartzik",1984-01-03,"Berlin",,83000.0,2002-01-01,,"Basketball Bundesliga","Shooting guard","Hamburg Towers","Basketball Bundesliga, French Basketball Cup"
"Gal Mekel",1988-03-04,"Israel",,87000.0,2008-01-01,,"EuroCup Basketball, Liga ACB","Point guard","BC Andorra","2012–13 Israeli Basketball Super League, 2015–16 Israeli Basketball Super League, 2016–17 Israeli Basketball State Cup, Israeli Basketball Premier League, Israeli Basketball Premier League Discovery of the Year, Israeli Basketball Premier League MVP, Israeli Basketball Premier League Statistical Leaders, Israeli Basketball State Cup"
"Gal Mekel",1988-03-04,"Israel",,87000.0,2008-01-01,,"Liga ACB","Point guard","BC Andorra","2012–13 Israeli Basketball Super League, 2015–16 Israeli Basketball Super League, 2016–17 Israeli Basketball State Cup, Israeli Basketball Premier League, Israeli Basketball Premier League Discovery of the Year, Israeli Basketball Premier League MVP, Israeli Basketball Premier League Quintet, Israeli Basketball State Cup"
"Adas Juškevičius",1989-01-03,"Lithuanian Soviet Socialist Republic",,90000.0,2005-01-01,,"VTB United League","Shooting guard","BC Parma","Lietuvos krepšinio lyga"
"Branko Mirković",1982-10-05,"Socialist Republic of Serbia",,85000.0,2003-01-01,,"Lietuvos krepšinio lyga","Point guard","BC Pieno žvaigždės","2017–18 KML season, 2018–19 Latvian–Estonian Basketball League, Balkan International Basketball League, Belarusian Premier League (basketball), Korvpalli Meistriliiga, National Basketball League (Bulgaria)"
"Dino Butorac",1990-10-08,"Požega, Croatia",,,2011-01-01,,"ABA League Second Division","Shooting guard","OKK Spars","Icelandic Men's Basketball Supercup, Swedish Basketball League"
"Dino Butorac",1990-10-08,"Požega, Croatia",,,2011-01-01,,"ABA League Second Division","Shooting guard","OKK Spars","Basketball Championship of Bosnia and Herzegovina"
"Gary Harris",1994-09-14,"Fishers, Indiana",1.9304,95256.0,2014-01-01,,"National Basketball Association","Shooting guard","Orlando Magic","Big Ten Conference, Indiana Mr. Basketball, McDonald's All-American Game, Parade All-America Boys Basketball Team"
"DeSagana Diop",1982-01-30,"Dakar",2.1336,127008.0,2001-01-01,2013-01-01,"National Basketball Association","Center (basketball)","Houston Rockets","Parade All-America Boys Basketball Team"
"Earl Watson",1979-06-12,"Kansas City, Kansas",1.8542,90266.4,2001-01-01,2014-01-01,"National Basketball Association","Point guard","Toronto Raptors","List of All-Pac-12 Conference men's basketball teams, Pac-12 Conference"
"Leo Austria",1958-03-14,"Quezon",1.778,,1985-01-01,1993-01-01,"Philippine Basketball Association","Coach (sport)","San Miguel Beermen","List of Philippine Basketball Association champions, Philippine Basketball Association All-Star Weekend"
"Leo Austria",1958-03-14,"Sariaya",1.778,,1985-01-01,1993-01-01,"Philippine Basketball Association","Coach (sport)","San Miguel Beermen","List of Philippine Basketball Association champions, Philippine Basketball Association All-Star Weekend"
"Dinos Kalampakos",1964-11-14,"Athens",,,1979-01-01,1998-01-01,"Cyprus Basketball Division A","Head coach, Shooting guard","Keravnos B.C.","Greek A2 Basket League"
"Linos Chrysikopoulos",1992-12-01,"Greece",2.0828,102060.0,2008-01-01,,"Greek Basket League","Power forward (basketball)","Peristeri B.C.","Greek Basketball Cup, HEBA Greek All-Star Game"
"Dimitrios Kompodietas",1985-04-26,"Karditsa",1.9558,102060.0,2003-01-01,,"Greek B Basket League","Shooting guard, Small forward","Palaio Faliro B.C.","Greek A2 Basket League"
"Dion Prewster",1990-01-10,"Santa Ana, California",,96000.0,2011-01-01,,"National Basketball League (Australia)","Small forward","Melbourne United","New Zealand NBL Most Valuable Player Award"
"Branislav Đekić",1991-08-12,"Ćuprija",,94000.0,2009-01-01,,"Balkan International Basketball League, Macedonian First League (basketball)","Power forward (basketball)","KK EuroNickel 2005","Mirza Delibašić Cup"
"Brad Newley",1985-02-18,"Adelaide",,96000.0,2002-01-01,,"National Basketball League (Australia)","Shooting guard, Small forward","Melbourne United","All-NBL Team, Australian International Player of the Year, Greek Basket League, NBL All-Star Game (Australia)"
"Derone Raukawa",1994-07-24,"Levin, New Zealand",,80000.0,2014-01-01,,"National Basketball League (New Zealand)","Point guard, Shooting guard","Hawke's Bay Hawks","New Zealand NBL All-Star Five, New Zealand NBL Assist Champion"
"Sunday Dech",1994-01-01,"Gambela (city)",,93000.0,2013-01-01,,"National Basketball League (Australia)","Basketball positions","Adelaide 36ers","List of NBL1 Central champions, List of NBL1 West champions, State Basketball League Most Improved Player Award"
"Boris Barać",1992-02-21,"Socialist Republic of Bosnia and Herzegovina",,105000.0,2010-01-01,,"Basketball Champions League","Power forward (basketball)","Falco KC Szombathely","Mirza Delibašić Cup"
"Branislav Đekić",1991-08-12,"Socialist Republic of Serbia",,94000.0,2009-01-01,,"Balkan International Basketball League, Macedonian First League (basketball)","Power forward (basketball)","KK EuroNickel 2005","Mirza Delibašić Cup"
"Adrian Bogucki",1999-11-18,"Leszno",,,2015-01-01,,"Polish Basketball League","Center (basketball)","Arka Gdynia (basketball)","PLK Most Improved Player"
"Bojan Krstevski",1989-06-04,"Skopje",,100000.0,,,"Macedonian First League (basketball)","Center (basketball)","KK MZT Skopje","Greek Basket League"
"Dimitrios Priftis",1968-10-27,"Athens",,,,,"EuroLeague","Head coach","Panathinaikos B.C.","Greek Basketball Super Cup"
"Len Komoroski",1960-02-21,"Pennsylvania",,,,,"National Basketball Association","Chief executive officer","Cleveland Cavaliers","Minnesota Timberwolves"
"Dion Prewster",1990-01-10,"Santa Ana, California",,96000.0,2011-01-01,,"National Basketball League (Australia)","Shooting guard","Melbourne United","List of NBL champions, List of New Zealand NBL champions"
"Braydon Hobbs",1989-05-17,"New Albany, Indiana",,84000.0,2012-01-01,,"Liga ACB","Point guard, Shooting guard","Obradoiro CAB","Great Lakes Valley Conference, NBL1 North, NCAA Division II Men's Basketball Tournament"
"Branko Mirković",1982-10-05,"Socialist Federal Republic of Yugoslavia",,85000.0,2003-01-01,,"Lietuvos krepšinio lyga","Point guard","BC Pieno žvaigždės","KML Finals Most Valuable Player Award"
"Björn Kristjánsson",1992-11-04,"Iceland",,,2009-01-01,,"Úrvalsdeild karla (basketball)","Shooting guard","KR men's basketball","Icelandic Men's Basketball Company Cup"
"Phil Handy",1971-08-24,"San Leandro, California",1.9558,87544.8,1995-01-01,2002-01-01,"National Basketball Association","Basketball positions","Los Angeles Lakers","British Basketball League, Continental Basketball Association, List of NBA champions"
"Nathan Peavy",1985-03-31,"Dayton, Ohio",2.032,102967.0,2007-01-01,2017-01-01,"NBA G League","Basketball positions, Head coach","Salt Lake City Stars","BBL Champions Cup, BBL-Pokal, Baloncesto Superior Nacional"
"Geert Hammink",1969-07-12,"Didam",2.1336,118843.0,1993-01-01,2004-01-01,"Dutch Basketball League","Center (basketball), Head coach","ZZ Leiden","BBL All-Star Game, BBL-Pokal, Basketball Bundesliga, DBL Coach of the Year, Greek Basketball Cup, List of Dutch basketball champions"
"Antonio Lang",1972-05-15,"Columbia, South Carolina",2.032,92988.0,1994-01-01,2006-01-01,"National Basketball Association","Basketball positions","Cleveland Cavaliers","1992 NCAA Division I Men's Basketball Tournament, Continental Basketball Association, List of All-Atlantic Coast Conference men's basketball teams, List of NCAA Division I men's basketball champions, Parade All-America Boys Basketball Team, Philippine Basketball Association"
"Anton Gavel",1984-10-24,"Košice",1.8796,87091.2,2001-01-01,2018-01-01,"ProB","Head coach, Point guard, Shooting guard","OrangeAcademy","All-Basketball Bundesliga Team, BBL All-Star Game, BBL Champions Cup, BBL-Pokal, Basketball Bundesliga, Basketball Bundesliga Best Defender, Basketball Bundesliga Best German Young Player, Basketball Bundesliga Finals MVP, Basketball Bundesliga Most Improved Player, ProA, Slovak Basketball Player of the Year"
"Steve Kerr",1965-09-27,"Beirut",1.905,81648.0,1988-01-01,2003-01-01,"National Basketball Association","Coach (basketball), Point guard","Golden State Warriors","Arizona Wildcats men's basketball, List of All-Pac-12 Conference men's basketball teams, List of NBA All-Star Game head coaches, List of NBA champions, NBA 75th Anniversary Team, NBA Coach of the Year Award, NCAA Men's Basketball All-Americans, National Association of Basketball Coaches, Three-Point Contest"
"Anthony Morrow",1985-09-27,"Charlotte, North Carolina",1.9558,95256.0,2008-01-01,2017-01-01,"National Basketball Association","Shooting guard","Oklahoma City Thunder","North Carolina Mr. Basketball"
"Renaldo Major",1982-05-07,"Chicago",2.0066,86184.0,2004-01-01,2020-01-01,"NBA G League","Small forward","Sioux Falls Skyforce","All-NBA G League Team, Jason Collier Sportsmanship Award, List of NBA G League champions, NBA Development League All-Star Game, NBA G League Defensive Player of the Year Award, United States Basketball League, Western Athletic Conference"
"Steve Henson",1968-02-02,"Junction City, Kansas",1.8034,80287.2,1990-01-01,1999-01-01,"Conference USA","Head coach, Point guard","UTSA Roadrunners men's basketball","Big Eight Conference, Conference USA"
"Nebojša Bogavac",1973-12-14,"Mojkovac",,96000.0,1997-01-01,2010-01-01,"ABA League Second Division, Prva A Liga","Shooting guard, Small forward","KK Podgorica","ABA League, ABA League Finals MVP, LNB Pro A"
